,NewLat,NewLong
162,42.35315,-71.07177
163,42.361728,-71.063264
164,42.34022,-71.15401
165,42.3093,-71.133
166,42.361728,-71.063264
167,42.29991,-71.05426
168,42.27104,-71.08122
169,42.25907,-71.16134
170,42.373698,-71.059171
171,42.363922,-71.06615
172,42.36001,-71.07057
173,42.36679,-71.05916
174,42.33571,-71.04142
175,42.363922,-71.06615
176,42.33469,-71.04601
177,42.33743,-71.07521
178,42.338,-71.15262
179,42.38047,-71.06535
180,42.28997,-71.04973
181,42.31695,-71.05692
182,42.33403,-71.10291
183,42.29378,-71.14805
184,42.361728,-71.063264
185,42.33214,-71.11219
186,42.26925,-71.16656
187,42.28099,-71.14547
188,42.32533,-71.09292
189,42.317893,-71.106822
190,42.30981,-71.10644
191,42.34689,-71.07274
192,42.31366,-71.10733
193,42.27716,-71.15014
194,42.26689,-71.10717
195,42.27096,-71.08074
196,42.377258,-71.03812
197,42.38047,-71.06535
198,42.301506,-71.067948
199,42.38047,-71.06535
200,42.33441,-71.04481
201,42.34672,-71.06967
202,42.338252,-71.082924
203,42.34916,-71.13959
204,42.347114,-71.140312
205,42.319826,-71.073544
206,42.28099,-71.14547
207,42.30148,-71.05805
208,42.31848,-71.05915
209,42.35365,-71.06385
210,42.35085,-71.05682
211,42.34214,-71.1458
212,42.28178,-71.0982
213,42.33743,-71.07521
214,42.308593,-71.11895
215,42.31266,-71.12351
216,42.31672,-71.0564
217,42.37513,-71.03637
218,42.26454,-71.11823
219,42.351538,-71.142495
220,42.30302,-71.13266
221,42.351948,-71.071587
222,42.2709,-71.17183
223,42.33571,-71.04142
224,42.38047,-71.06535
225,42.31918,-71.05615
226,42.28799,-71.15919
227,42.314957,-71.097842
228,42.27102,-71.10153
229,42.32562,-71.08055
230,42.33422,-71.04544
231,42.33422,-71.04544
232,42.36491,-71.05292
233,42.300819,-71.058991
234,42.24216,-71.13514
235,42.3607,-71.06833
236,42.26445,-71.10951
237,42.26445,-71.10951
238,42.29063,-71.12898
239,42.310858,-71.069465
240,42.352297,-71.071578
241,42.27788,-71.12172
242,42.346839,-71.088403
243,42.327616,-71.099796
244,42.35085,-71.05682
245,42.351948,-71.071587
246,42.24298,-71.12479
247,42.33743,-71.07521
248,42.33392,-71.10258
249,42.3403,-71.15986
250,42.28099,-71.14547
251,42.31329,-71.06373
252,42.27939,-71.09351
253,42.34517,-71.15265
254,42.33743,-71.07521
255,42.27336,-71.10866
256,42.3212,-71.06103
257,42.346839,-71.088403
258,42.35009,-71.09142
259,42.37797,-71.029673
260,42.308593,-71.11895
261,42.327871,-71.079132
262,42.34125,-71.07039
263,42.32295,-71.08186
264,42.375981,-71.059079
265,42.25977,-71.11647
266,42.31708,-71.11302
267,42.33758,-71.15095
268,42.30913,-71.12291
269,42.3422,-71.1456
270,42.332136,-71.08317
271,42.26186,-71.15535
272,42.354349,-71.134702
273,42.32172,-71.09273
274,42.290549,-71.160921
275,42.36776,-71.05661
276,42.349155,-71.158472
277,42.31088,-71.05792
278,42.38047,-71.06535
279,42.36709,-71.05272
280,42.321033,-71.071258
281,42.35895,-71.07166
282,42.287666,-71.06491
283,42.37717,-71.05775
284,42.34125,-71.07039
285,42.38047,-71.06535
286,42.2712,-71.13212
287,42.297689,-71.172977
288,42.32982,-71.05579
289,42.356884,-71.059129
290,42.28417,-71.065
291,42.31366,-71.10733
292,42.31727,-71.06267
293,42.26969,-71.12047
294,42.31026,-71.12934
295,42.323264,-71.091522
296,42.27676,-71.16309
297,42.279,-71.13095
298,42.379938,-71.024254
299,42.28711,-71.11535
300,42.35467,-71.12998
301,42.31519,-71.06054
302,42.28863,-71.14411
303,42.278706,-71.082622
304,42.31989,-71.05716
305,42.32533,-71.09292
306,42.34846,-71.13074
307,42.34658,-71.10654
308,42.351948,-71.071587
309,42.34008,-71.15821
310,42.312096,-71.050657
311,42.31835,-71.05918
312,42.34912,-71.13191
313,42.31448,-71.09417
314,42.37661,-71.06498
315,42.27741,-71.12796
316,42.31088,-71.05792
317,42.287584,-71.135246
318,42.36611,-71.03027
319,42.32116,-71.10968
320,42.32394,-71.08226
321,42.28471,-71.17058
322,42.34125,-71.07039
323,42.28213,-71.14994
324,42.29309,-71.08888
325,42.34125,-71.07039
326,42.2965,-71.05624
327,42.29378,-71.14805
328,42.31366,-71.10733
329,42.33115,-71.03396
330,42.34288,-71.08694
331,42.287584,-71.135246
332,42.33293,-71.10892
333,42.26076,-71.12304
334,42.36679,-71.05916
335,42.27594,-71.13278
336,42.34214,-71.1458
337,42.28366,-71.04874
338,42.33968,-71.14518
339,42.34214,-71.1458
340,42.307187,-71.071547
341,42.28276,-71.13256
342,42.32382,-71.07421
343,42.29126,-71.13944
344,42.287584,-71.135246
345,42.28532,-71.11855
346,42.364282,-71.065576
347,42.376119,-71.050788
348,42.364282,-71.065576
349,42.35982,-71.07144
350,42.29886,-71.05866
351,42.34817,-71.13453
352,42.359126,-71.146793
353,42.28793,-71.08976
354,42.310588,-71.075237
355,42.37193,-71.06306
356,42.287584,-71.135246
357,42.27693,-71.16676
358,42.36679,-71.05916
359,42.365407,-71.067442
360,42.361728,-71.063264
361,42.38152,-71.06702
362,42.375123,-71.038568
363,42.3343,-71.04609
364,42.299709,-71.074854
365,42.271337,-71.087098
366,42.31695,-71.05692
367,42.26681,-71.12594
368,42.31519,-71.06054
369,42.28276,-71.13256
370,42.236197,-71.12894
371,42.36709,-71.05272
372,42.37999,-71.026699
373,42.30286,-71.08077
374,42.27788,-71.12172
375,42.2951,-71.1644
376,42.33743,-71.07521
377,42.35423,-71.07275
378,42.31448,-71.09417
379,42.361728,-71.063264
380,42.350426,-71.090306
381,42.31259,-71.05499
382,42.300756,-71.109212
383,42.29161,-71.06874
384,42.37541,-71.0317
385,42.373596,-71.051949
386,42.31088,-71.05792
387,42.31088,-71.05792
388,42.35308,-71.15131
389,42.28739,-71.04173
390,42.27414,-71.16337
391,42.36679,-71.05916
392,42.34025,-71.14316
393,42.29986,-71.14123
394,42.365407,-71.067442
395,42.28246,-71.15325
396,42.28417,-71.065
397,42.32382,-71.07421
398,42.28997,-71.04973
399,42.2712,-71.13212
400,42.36679,-71.05916
401,42.33666,-71.15063
402,42.35308,-71.15131
403,42.31366,-71.10733
404,42.27398,-71.09457
405,42.30286,-71.08077
406,42.31695,-71.05692
407,42.33322,-71.03675
408,42.33086,-71.0429
409,42.297921,-71.073096
410,42.29287,-71.0724
411,42.30286,-71.08077
412,42.350426,-71.090306
413,42.356463,-71.070607
414,42.28309,-71.07046
415,42.34383,-71.15047
416,42.36647,-71.03302
417,42.29321,-71.14061
418,42.32944,-71.09922
419,42.28997,-71.04973
420,42.27782,-71.15721
421,42.29029,-71.05602
422,42.38047,-71.06535
423,42.28858,-71.05274
424,42.327616,-71.099796
425,42.31696,-71.06292
426,42.26618,-71.10599
427,42.30697,-71.0659
428,42.28057,-71.05852
429,42.33463,-71.03574
430,42.31868,-71.05469
431,42.27636,-71.16473
432,42.33409,-71.05146
433,42.31412,-71.0826
434,42.27693,-71.16676
435,42.33549,-71.08417
436,42.35895,-71.07166
437,42.29378,-71.14805
438,42.34658,-71.10654
439,42.32019,-71.05715
440,42.346839,-71.088403
441,42.34658,-71.10654
442,42.36085,-71.06473
443,42.2852,-71.0544
444,42.25977,-71.11647
445,42.30676,-71.062925
446,42.312749,-71.083102
447,42.29913,-71.11338
448,42.38047,-71.06535
449,42.376119,-71.050788
450,42.34612,-71.17003
451,42.297921,-71.073096
452,42.291324,-71.118596
453,42.3604,-71.06677
454,42.33743,-71.07521
455,42.28682,-71.05528
456,42.34214,-71.1458
457,42.31545,-71.10718
458,42.36709,-71.05272
459,42.38047,-71.06535
460,42.34125,-71.07039
461,42.347114,-71.140312
462,42.36679,-71.05916
463,42.252039,-71.131279
464,42.34059,-71.14951
465,42.36569,-71.06665
466,42.31018,-71.08594
467,42.364282,-71.065576
468,42.32019,-71.05715
469,42.36569,-71.06665
470,42.327616,-71.099796
471,42.31551,-71.07766
472,42.33203,-71.03186
473,42.32382,-71.07421
474,42.37741,-71.06659
475,42.36569,-71.06665
476,42.3594,-71.0587
477,42.382088,-71.040152
478,42.35983,-71.07129
479,42.39065,-71.00096
480,42.38047,-71.06535
481,42.377391,-71.034702
482,42.27937,-71.06962
483,42.35526,-71.12664
484,42.34155,-71.07562
485,42.32038,-71.05856
486,42.36569,-71.06665
487,42.3403,-71.15986
488,42.287584,-71.135246
489,42.36376,-71.05401
490,42.338769,-71.147288
491,42.37583,-71.05883
492,42.27933,-71.08883
493,42.29665,-71.08798
494,42.28459,-71.04901
495,42.34059,-71.14951
496,42.36679,-71.05916
497,42.36569,-71.06665
498,42.36569,-71.06665
499,42.31448,-71.09417
500,42.349155,-71.158472
501,42.36709,-71.05272
502,42.34155,-71.07562
503,42.29355,-71.08049
504,42.34615,-71.07964
505,42.29024,-71.12977
506,42.34336,-71.14455
507,42.32176,-71.06637
508,42.29004,-71.12529
509,42.364282,-71.065576
510,42.31088,-71.05792
511,42.364282,-71.065576
512,42.36569,-71.06665
513,42.29938,-71.11318
514,42.3772,-71.05959
515,42.36569,-71.06665
516,42.36679,-71.05916
517,42.346839,-71.088403
518,42.349155,-71.158472
519,42.361728,-71.063264
520,42.29513,-71.05597
521,42.2709,-71.17183
522,42.34333,-71.06601
523,42.32342,-71.10654
524,42.338,-71.15262
525,42.358704,-71.064921
526,42.27513,-71.16082
527,42.236197,-71.12894
528,42.33214,-71.11219
529,42.364282,-71.065576
530,42.31695,-71.05692
531,42.31332,-71.11208
532,42.364282,-71.065576
533,42.33423,-71.0464
534,42.354349,-71.134702
535,42.342311,-71.068152
536,42.337932,-71.029524
537,42.27875,-71.06603
538,42.28883,-71.06403
539,42.28708,-71.07069
540,42.279037,-71.170585
541,42.28997,-71.04973
542,42.29989,-71.12914
543,42.38802,-71.00294
544,42.31334,-71.0983
545,42.308593,-71.11895
546,42.26456,-71.16362
547,42.34456,-71.07014
548,42.35805,-71.13226
549,42.25032,-71.14432
550,42.34333,-71.06601
551,42.364282,-71.065576
552,42.31026,-71.12934
553,42.327616,-71.099796
554,42.34234,-71.1459
555,42.301506,-71.067948
556,42.34333,-71.06601
557,42.252039,-71.131279
558,42.34333,-71.06601
559,42.29011,-71.16002
560,42.29126,-71.13944
561,42.29309,-71.08888
562,42.29011,-71.16745
563,42.34252,-71.05691
564,42.2462,-71.12866
565,42.34183,-71.14938
566,42.364282,-71.065576
567,42.31026,-71.12934
568,42.327616,-71.099796
569,42.34595,-71.14003
570,42.31457,-71.07605
571,42.32898,-71.05591
572,42.26594,-71.12806
573,42.34556,-71.07378
574,42.31695,-71.05692
575,42.3437,-71.06589
576,42.36679,-71.05916
577,42.34252,-71.05691
578,42.364282,-71.065576
579,42.33743,-71.07521
580,42.34203,-71.07156
581,42.34031,-71.15608
582,42.35308,-71.15131
583,42.35895,-71.07166
584,42.33214,-71.11219
585,42.36278,-71.12898
586,42.364282,-71.065576
587,42.364282,-71.065576
588,42.34255,-71.070669
589,42.36123,-71.12846
590,42.32176,-71.06637
591,42.33214,-71.11219
592,42.25416,-71.14277
593,42.26456,-71.16362
594,42.271498,-71.065117
595,42.376119,-71.050788
596,42.36535,-71.05651
597,42.31312,-71.10861
598,42.2744,-71.13195
599,42.34323,-71.14387
600,42.34056,-71.15404
601,42.3176,-71.09344
602,42.28366,-71.04874
603,42.29029,-71.05602
604,42.29309,-71.08888
605,42.34533,-71.16941
606,42.327616,-71.099796
607,42.31088,-71.05792
608,42.361728,-71.063264
609,42.38047,-71.06535
610,42.36535,-71.05651
611,42.31318,-71.09805
612,42.36716,-71.05388
613,42.31691,-71.10736
614,42.30054,-71.065486
615,42.356884,-71.059129
616,42.30302,-71.13266
617,42.296,-71.0801
618,42.39443,-71.00029
619,42.32357,-71.09429
620,42.28279,-71.16168
621,42.26735,-71.1026
622,42.312169,-71.051253
623,42.327616,-71.099796
624,42.34988,-71.0914
625,42.28578,-71.16648
626,42.36535,-71.05651
627,42.2634,-71.12453
628,42.30851,-71.1259
629,42.23385,-71.12878
630,42.34755,-71.1371
631,42.377481,-71.060357
632,42.28366,-71.04874
633,42.35107,-71.129
634,42.34114,-71.08149
635,42.31088,-71.05792
636,42.34043,-71.08572
637,42.31227,-71.05173
638,42.36072,-71.12981
639,42.373617,-71.062031
640,42.25165,-71.14349
641,42.28855,-71.05239
642,42.29309,-71.08888
643,42.26727,-71.09639
644,42.273248,-71.169551
645,42.30286,-71.08077
646,42.29092,-71.11662
647,42.3526,-71.16337
648,42.355943,-71.057564
649,42.358722,-71.142816
650,42.37577,-71.050261
651,42.33128,-71.11245
652,42.36717,-71.039128
653,42.38047,-71.06535
654,42.27875,-71.06603
655,42.29387,-71.13582
656,42.30286,-71.08077
657,42.28207,-71.05451
658,42.306844,-71.114688
659,42.30691,-71.11688
660,42.26076,-71.12304
661,42.36627,-71.03344
662,42.26316,-71.14946
663,42.36535,-71.05651
664,42.33743,-71.07521
665,42.26659,-71.11566
666,42.348545,-71.077314
667,42.29106,-71.16655
668,42.31695,-71.05692
669,42.36414,-71.05292
670,42.33128,-71.11245
671,42.34262,-71.0707
672,42.33743,-71.07521
673,42.31212,-71.102621
674,42.27563,-71.1074
675,42.323325,-71.112505
676,42.30921,-71.11839
677,42.29322,-71.13812
678,42.31366,-71.10733
679,42.27693,-71.16676
680,42.349155,-71.158472
681,42.31448,-71.09417
682,42.33743,-71.07521
683,42.31073,-71.113167
684,42.34383,-71.06889
685,42.38047,-71.06535
686,42.3072,-71.1161
687,42.34034,-71.14994
688,42.2897,-71.07648
689,42.31202,-71.0533
690,42.31366,-71.10733
691,42.27751,-71.1565
692,42.32019,-71.05715
693,42.3485,-71.15832
694,42.28996,-71.06247
695,42.31491,-71.11354
696,42.308593,-71.11895
697,42.283,-71.09087
698,42.28414,-71.08978
699,42.356884,-71.059129
700,42.38047,-71.06535
701,42.34167,-71.08164
702,42.30939,-71.11736
703,42.301506,-71.067948
704,42.344066,-71.142154
705,42.301506,-71.067948
706,42.33571,-71.04142
707,42.28056,-71.08108
708,42.312525,-71.057507
709,42.34262,-71.0707
710,42.34262,-71.0707
711,42.34418,-71.06807
712,42.34214,-71.1458
713,42.29004,-71.12529
714,42.35018,-71.09334
715,42.28872,-71.11512
716,42.29932,-71.07218
717,42.33397,-71.10213
718,42.33207,-71.0412
719,42.31026,-71.12934
720,42.28997,-71.04973
721,42.342311,-71.068152
722,42.29029,-71.05602
723,42.31872,-71.10804
724,42.3134,-71.05796
725,42.26623,-71.1132
726,42.31744,-71.10919
727,42.35276,-71.16143
728,42.312749,-71.083102
729,42.376119,-71.050788
730,42.3594,-71.0587
731,42.27541,-71.06134
732,42.249513,-71.126298
733,42.27431,-71.11024
734,42.28972,-71.06942
735,42.297689,-71.172977
736,42.34477,-71.15241
737,42.297921,-71.073096
738,42.319355,-71.059512
739,42.32019,-71.05715
740,42.28863,-71.14411
741,42.33757,-71.14799
742,42.27839,-71.13114
743,42.29337,-71.07911
744,42.28022,-71.0513
745,42.34791,-71.13499
746,42.36709,-71.05272
747,42.31088,-71.05792
748,42.34095,-71.0788
749,42.28714,-71.15433
750,42.28488,-71.13829
751,42.30524,-71.11489
752,42.29463,-71.14917
753,42.31695,-71.05692
754,42.31366,-71.10733
755,42.29513,-71.05597
756,42.323325,-71.112505
757,42.31088,-71.05792
758,42.28579,-71.08681
759,42.349,-71.06707
760,42.2658,-71.09836
761,42.35132,-71.170313
762,42.33571,-71.04142
763,42.34449,-71.07781
764,42.254144,-71.124084
765,42.29029,-71.05602
766,42.366123,-71.032237
767,42.28414,-71.08978
768,42.33743,-71.07521
769,42.308593,-71.11895
770,42.312749,-71.083102
771,42.34591,-71.08837
772,42.254144,-71.124084
773,42.29583,-71.05264
774,42.3266,-71.09426
775,42.28972,-71.06942
776,42.35287,-71.13645
777,42.38958,-70.99618
778,42.236197,-71.12894
779,42.314445,-71.082312
780,42.340866,-71.149671
781,42.31088,-71.05792
782,42.29378,-71.14805
783,42.294567,-71.053507
784,42.33295,-71.05152
785,42.32347,-71.06004
786,42.332067,-71.096242
787,42.35085,-71.05682
788,42.25338,-71.13347
789,42.36072,-71.12981
790,42.340866,-71.149671
791,42.338,-71.15262
792,42.31397,-71.05799
793,42.3328,-71.05029
794,42.30286,-71.08077
795,42.33144,-71.04457
796,42.301506,-71.067948
797,42.380771,-71.069402
798,42.28709,-71.07735
799,42.327616,-71.099796
800,42.33571,-71.04142
801,42.32382,-71.07421
802,42.3594,-71.0587
803,42.33657,-71.07504
804,42.31454,-71.08514
805,42.2548,-71.13312
806,42.37233,-71.06125
807,42.35895,-71.07166
808,42.338318,-71.074871
809,42.38802,-71.00294
810,42.33332,-71.04921
811,42.33169,-71.04054
812,42.33743,-71.07521
813,42.36072,-71.12981
814,42.37735,-71.0595
815,42.2712,-71.13212
816,42.30286,-71.08077
817,42.3776,-71.06116
818,42.38047,-71.06535
819,42.31262,-71.05427
820,42.31454,-71.08514
821,42.3403,-71.15986
822,42.29042,-71.05733
823,42.24773,-71.1218
824,42.32382,-71.07421
825,42.31088,-71.05792
826,42.327616,-71.099796
827,42.25034,-71.13156
828,42.322177,-71.105496
829,42.3217,-71.08318
830,42.31837,-71.05308
831,42.236197,-71.12894
832,42.27875,-71.06603
833,42.27557,-71.0719
834,42.27181,-71.16453
835,42.349155,-71.158472
836,42.29351,-71.13662
837,42.33395,-71.04657
838,42.285284,-71.152336
839,42.347114,-71.140312
840,42.34323,-71.14387
841,42.31088,-71.05792
842,42.3403,-71.15986
843,42.27788,-71.12172
844,42.34055,-71.15487
845,42.30925,-71.06346
846,42.26225,-71.15277
847,42.29977,-71.07568
848,42.31695,-71.05692
849,42.31027,-71.10855
850,42.27788,-71.12172
851,42.27257,-71.14658
852,42.26934,-71.14961
853,42.31869,-71.06025
854,42.356991,-71.161899
855,42.31448,-71.09417
856,42.287584,-71.135246
857,42.2709,-71.17183
858,42.34125,-71.07039
859,42.35069,-71.13209
860,42.310161,-71.075154
861,42.28609,-71.06851
862,42.30697,-71.0659
863,42.37762,-71.06029
864,42.35132,-71.170313
865,42.28703,-71.12841
866,42.30917,-71.11881
867,42.254144,-71.124084
868,42.35767,-71.0505
869,42.28057,-71.05852
870,42.28755,-71.14127
871,42.34387,-71.14351
872,42.3526,-71.16337
873,42.327616,-71.099796
874,42.27586,-71.16469
875,42.32382,-71.07421
876,42.308593,-71.11895
877,42.2709,-71.17183
878,42.38269,-71.07439
879,42.32552,-71.0854
880,42.26657,-71.10798
881,42.297689,-71.172977
882,42.30348,-71.11376
883,42.34791,-71.13499
884,42.27667,-71.14712
885,42.33743,-71.07521
886,42.35895,-71.07166
887,42.34229,-71.14689
888,42.27114,-71.086444
889,42.34721,-71.13542
890,42.26979,-71.11662
891,42.308593,-71.11895
892,42.29208,-71.092452
893,42.32116,-71.10968
894,42.27693,-71.16676
895,42.34169,-71.06723
896,42.29573,-71.08153
897,42.35084,-71.08475
898,42.28057,-71.05852
899,42.28032,-71.05135
900,42.2922,-71.12284
901,42.28019,-71.12323
902,42.27875,-71.06603
903,42.308593,-71.11895
904,42.35895,-71.07166
905,42.26237,-71.16416
906,42.31429,-71.06669
907,42.32692,-71.10076
908,42.327616,-71.099796
909,42.34916,-71.13959
910,42.34916,-71.13959
911,42.28167,-71.07085
912,42.35132,-71.13268
913,42.28417,-71.065
914,42.351538,-71.142495
915,42.32194,-71.11386
916,42.27716,-71.15014
917,42.37335,-71.0633
918,42.33808,-71.07238
919,42.308593,-71.11895
920,42.32382,-71.07421
921,42.2712,-71.13212
922,42.35132,-71.13268
923,42.318805,-71.072635
924,42.338318,-71.074871
925,42.28315,-71.05353
926,42.34916,-71.13959
927,42.356625,-71.06999
928,42.29967,-71.08553
929,42.2462,-71.12866
930,42.34129,-71.07854
931,42.29029,-71.05602
932,42.29106,-71.16655
933,42.24546,-71.12542
934,42.34916,-71.13959
935,42.3449,-71.07989
936,42.28583,-71.11746
937,42.24268,-71.13563
938,42.31194,-71.08439
939,42.30697,-71.0659
940,42.249538,-71.141522
941,42.349841,-71.157615
942,42.34247,-71.14594
943,42.36051,-71.14475
944,42.36709,-71.05272
945,42.34916,-71.13959
946,42.279037,-71.170585
947,42.27586,-71.16469
948,42.346839,-71.088403
949,42.3403,-71.15986
950,42.28057,-71.05852
951,42.26952,-71.12916
952,42.26668,-71.16223
953,42.30389,-71.06762
954,42.29097,-71.07668
955,42.28057,-71.05852
956,42.380994,-71.065047
957,42.31366,-71.10733
958,42.33214,-71.11219
959,42.35276,-71.16143
960,42.34209,-71.14963
961,42.35415,-71.07626
962,42.279037,-71.170585
963,42.29533,-71.11561
964,42.35064,-71.1322
965,42.24598,-71.11912
966,42.28107,-71.04845
967,42.24909,-71.11359
968,42.254144,-71.124084
969,42.25592,-71.12001
970,42.36758,-71.05428
971,42.33045,-71.1033
972,42.327616,-71.099796
973,42.31088,-71.05792
974,42.357265,-71.130891
975,42.28863,-71.14411
976,42.29921,-71.11282
977,42.35303,-71.07225
978,42.34141,-71.07
979,42.356884,-71.059129
980,42.35908,-71.06519
981,42.35064,-71.1322
982,42.3594,-71.0587
983,42.31088,-71.05792
984,42.37717,-71.05775
985,42.23825,-71.13632
986,42.376119,-71.050788
987,42.27875,-71.06603
988,42.31088,-71.05792
989,42.28863,-71.14411
990,42.27788,-71.12172
991,42.357845,-71.062555
992,42.323325,-71.112505
993,42.27937,-71.06962
994,42.320755,-71.070468
995,42.28129,-71.13645
996,42.31695,-71.05692
997,42.27163,-71.10887
998,42.28937,-71.16928
999,42.27875,-71.06603
1000,42.309104,-71.109818
1001,42.27378,-71.08947
1002,42.27175,-71.06412
1003,42.27123,-71.16268
1004,42.32295,-71.08186
1005,42.38047,-71.06535
1006,42.35308,-71.15131
1007,42.31088,-71.05792
1008,42.36063,-71.06307
1009,42.36543,-71.05712
1010,42.314211,-71.117678
1011,42.35032,-71.16371
1012,42.34385,-71.0702
1013,42.370663,-71.038749
1014,42.370663,-71.038749
1015,42.33743,-71.07521
1016,42.351948,-71.071587
1017,42.356884,-71.059129
1018,42.361728,-71.063264
1019,42.36709,-71.05272
1020,42.23561,-71.13066
1021,42.32141,-71.07549
1022,42.375798,-71.059601
1023,42.3122,-71.072123
1024,42.30974,-71.06122
1025,42.29821,-71.07507
1026,42.38047,-71.06535
1027,42.347114,-71.140312
1028,42.31215,-71.07947
1029,42.31861,-71.11035
1030,42.29126,-71.13944
1031,42.31448,-71.09417
1032,42.28273,-71.14737
1033,42.28417,-71.065
1034,42.37397,-71.05929
1035,42.34125,-71.07039
1036,42.331548,-71.045395
1037,42.2562,-71.11305
1038,42.33045,-71.1033
1039,42.2712,-71.13212
1040,42.338318,-71.074871
1041,42.31872,-71.10804
1042,42.31088,-71.05792
1043,42.35599,-71.17125
1044,42.31088,-71.05792
1045,42.327616,-71.099796
1046,42.28863,-71.14411
1047,42.33571,-71.04142
1048,42.3137,-71.1106
1049,42.26407,-71.09916
1050,42.30992,-71.11726
1051,42.3833,-71.07879
1052,42.27869,-71.11785
1053,42.33743,-71.07521
1054,42.29155,-71.15811
1055,42.28881,-71.14169
1056,42.29029,-71.05602
1057,42.30836,-71.05058
1058,42.351538,-71.142495
1059,42.30444,-71.115425
1060,42.34125,-71.07039
1061,42.300957,-71.168191
1062,42.31448,-71.09417
1063,42.34183,-71.14938
1064,42.31088,-71.05792
1065,42.37968,-71.0703
1066,42.23825,-71.13632
1067,42.27693,-71.16676
1068,42.29351,-71.13662
1069,42.3403,-71.15986
1070,42.36622,-71.03665
