Lat,Long
42.36491,-71.05292
42.302158,-71.058459
42.24216,-71.13514
42.3607,-71.06833
42.26706,-71.10701
42.26706,-71.10701
42.29063,-71.12898
42.310858,-71.069465
42.352297,-71.071578
42.276932,-71.119184
42.35009,-71.09142
42.3265,-71.09058
42.35199,-71.06087
42.356514,-71.070397
42.24298,-71.12479
42.33786,-71.07459
42.33392,-71.10258
42.33758,-71.15095
42.27581,-71.15194
42.316207,-71.06721
42.27939,-71.09351
42.34517,-71.15265
42.34076,-71.07859
42.27336,-71.10866
42.3212,-71.06103
42.35009,-71.09142
42.35009,-71.09142
42.38087,-71.03832
42.31294,-71.11492
42.327871,-71.079132
42.346284,-71.06974
42.32174,-71.08457
42.375981,-71.059079
42.25653,-71.11216
42.31708,-71.11302
42.33758,-71.15095
42.30913,-71.12291
42.3464,-71.14042
42.332136,-71.08317
42.26186,-71.15535
42.35816,-71.13193
42.32172,-71.09273
42.290549,-71.160921
42.36776,-71.05661
42.35061,-71.15714
42.311835,-71.063903
42.380581,-71.069562
42.36616,-71.05522
42.321033,-71.071258
42.36082,-71.06893
42.29121,-71.07317
42.373948,-71.060596
42.34669,-71.06984
42.37927,-71.06432
42.27475,-71.13208
42.2921,-71.16879
42.32982,-71.05579
42.359462,-71.064692
42.2829,-71.06464
42.31509,-71.10665
42.31727,-71.06267
42.27029,-71.11714
42.30635,-71.12839
42.323264,-71.091522
42.27676,-71.16309
42.279,-71.13095
42.379938,-71.024254
42.28711,-71.11535
42.35467,-71.12998
42.31693,-71.06278
42.28809,-71.13951
42.278706,-71.082622
42.31989,-71.05716
42.323264,-71.091522
42.34846,-71.13074
42.34583,-71.10599
42.35747,-71.06916
42.33834,-71.15219
42.312096,-71.050657
42.31835,-71.05918
42.34912,-71.13191
42.31615,-71.10165
42.37661,-71.06498
42.27741,-71.12796
42.30933,-71.06551
42.28444,-71.13623
42.36611,-71.03027
42.32211,-71.10824
42.32394,-71.08226
42.28471,-71.17058
42.34669,-71.06984
42.28213,-71.14994
42.29663,-71.08121
42.34669,-71.06984
42.3017,-71.05333
42.29554,-71.14973
42.31293,-71.10708
42.33115,-71.03396
42.34288,-71.08694
42.28276,-71.13256
42.33293,-71.10892
42.26327,-71.12457
42.365407,-71.067442
42.2815,-71.13202
42.344834,-71.140902
42.28668,-71.04571
42.33968,-71.14518
42.34665,-71.1384
42.307187,-71.071547
42.28276,-71.13256
42.32254,-71.07321
42.28885,-71.13534
42.28276,-71.13256
42.28965,-71.1159
42.365407,-71.067442
42.374315,-71.050014
42.365407,-71.067442
42.35982,-71.07144
42.29886,-71.05866
42.35148,-71.13103
42.359126,-71.146793
42.28793,-71.08976
42.310588,-71.075237
42.37193,-71.06306
42.28276,-71.13256
42.28045,-71.16165
42.365407,-71.067442
42.365407,-71.067442
42.365407,-71.067442
42.38152,-71.06702
42.375123,-71.038568
42.3343,-71.04609
42.299709,-71.074854
42.271337,-71.087098
42.31979,-71.06386
42.26681,-71.12594
42.31374,-71.06585
42.28276,-71.13256
42.23403,-71.13156
42.36422,-71.05773
42.38111,-71.02791
42.30487,-71.07905
42.28,-71.12017
42.2951,-71.1644
42.34221,-71.07102
42.35423,-71.07275
42.31692,-71.1007
42.365407,-71.067442
42.35133,-71.08543
42.31259,-71.05499
42.300756,-71.109212
42.29161,-71.06874
42.37541,-71.0317
42.373698,-71.059171
42.30565,-71.06416
42.30565,-71.06416
42.35459,-71.14948
42.28739,-71.04173
42.27414,-71.16337
42.365407,-71.067442
42.34025,-71.14316
42.29986,-71.14123
42.365407,-71.067442
42.28246,-71.15325
42.29016,-71.0688
42.326376,-71.071756
42.29388,-71.05299
42.27186,-71.12927
42.365407,-71.067442
42.33666,-71.15063
42.35459,-71.14948
42.31506,-71.10652
42.27398,-71.09457
42.30459,-71.07879
42.31903,-71.06046
42.33251,-71.04197
42.33086,-71.0429
42.29596,-71.07253
42.29287,-71.0724
42.30448,-71.08006
42.35122,-71.08707
42.356463,-71.070607
42.28309,-71.07046
42.34383,-71.15047
42.36647,-71.03302
42.29321,-71.14061
42.32944,-71.09922
42.29041,-71.04808
42.27782,-71.15721
42.29247,-71.06529
42.37852,-71.06243
42.28858,-71.05274
42.330526,-71.094222
42.31696,-71.06292
42.26391,-71.10466
42.308509,-71.072563
42.28651,-71.05407
42.33086,-71.0429
42.31868,-71.05469
42.27636,-71.16473
42.33409,-71.05146
42.31412,-71.0826
42.27636,-71.16473
42.33549,-71.08417
42.3604,-71.06677
42.29475,-71.15071
42.34642,-71.10403
42.32219,-71.06068
42.35018,-71.093161
42.34659,-71.10329
42.36085,-71.06473
42.2852,-71.0544
42.26206,-71.1122
42.30676,-71.062925
42.3125,-71.07507
42.29913,-71.11338
42.37526,-71.06334
42.37709,-71.0593
42.34612,-71.17003
42.29561,-71.07563
42.291324,-71.118596
42.3604,-71.06677
42.341988,-71.071468
42.28682,-71.05528
42.34603,-71.14028
42.31545,-71.10718
42.36661,-71.05497
42.37729,-71.06584
42.345589,-71.070679
42.35287,-71.13688
42.36569,-71.06665
42.25328,-71.12278
42.34059,-71.14951
42.36569,-71.06665
42.31018,-71.08594
42.36569,-71.06665
42.32284,-71.05966
42.36569,-71.06665
42.32699,-71.09488
42.31551,-71.07766
42.33203,-71.03186
42.3225,-71.07328
42.373628,-71.062001
42.36569,-71.06665
42.3594,-71.0587
42.382088,-71.040152
42.35983,-71.07129
42.38893,-70.99608
42.37788,-71.06194
42.37969,-71.03878
42.28288,-71.0769
42.35526,-71.12664
42.34615,-71.07964
42.32284,-71.05966
42.36569,-71.06665
42.33784,-71.15099
42.28982,-71.13393
42.36376,-71.05401
42.338769,-71.147288
42.37583,-71.05883
42.2738,-71.09002
42.29665,-71.08798
42.28459,-71.04901
42.34059,-71.14951
42.36569,-71.06665
42.36569,-71.06665
42.36569,-71.06665
42.319935,-71.093448
42.34946,-71.15895
42.36435,-71.05319
42.344935,-71.073857
42.29355,-71.08049
42.34615,-71.07964
42.29024,-71.12977
42.34336,-71.14455
42.32509,-71.06383
42.29162,-71.12185
42.36569,-71.06665
42.31673,-71.06157
42.365407,-71.067442
42.36569,-71.06665
42.29938,-71.11318
42.3772,-71.05959
42.36569,-71.06665
42.36569,-71.06665
42.34615,-71.07964
42.35377,-71.15785
42.364282,-71.065576
42.29956,-71.05965
42.27192,-71.17143
42.34252,-71.05691
42.32342,-71.10654
42.34236,-71.14894
42.358704,-71.064921
42.27283,-71.16045
42.23562,-71.12956
42.3327,-71.10694
42.364282,-71.065576
42.32214,-71.06059
42.31332,-71.11208
42.364282,-71.065576
42.33423,-71.0464
42.35949,-71.13582
42.34927,-71.067
42.337932,-71.029524
42.27945,-71.06556
42.28883,-71.06403
42.28708,-71.07069
42.27636,-71.1643
42.29052,-71.04806
42.29989,-71.12914
42.38775,-71.00745
42.31334,-71.0983
42.30984,-71.1141
42.26571,-71.16232
42.34702,-71.0728
42.35805,-71.13226
42.25032,-71.14432
42.34252,-71.05691
42.364282,-71.065576
42.3097,-71.128
42.32366,-71.10582
42.34234,-71.1459
42.30178,-71.06313
42.34252,-71.05691
42.25251,-71.12964
42.34252,-71.05691
42.29011,-71.16002
42.29327,-71.13356
42.29326,-71.08049
42.2845,-71.16131
42.34252,-71.05691
42.24378,-71.12304
42.34234,-71.1459
42.364282,-71.065576
42.3086,-71.12756
42.33219,-71.1004
42.34595,-71.14003
42.31457,-71.07605
42.32898,-71.05591
42.26594,-71.12806
42.34556,-71.07378
42.31898,-71.06227
42.34648,-71.07027
42.364282,-71.065576
42.34252,-71.05691
42.364282,-71.065576
42.34203,-71.07156
42.34203,-71.07156
42.34031,-71.15608
42.350798,-71.148551
42.3577,-71.06828
42.3328,-71.10918
42.36278,-71.12898
42.364282,-71.065576
42.364282,-71.065576
42.34255,-71.070669
42.36123,-71.12846
42.32007,-71.06661
42.33128,-71.11245
42.25444,-71.14256
42.25898,-71.16172
42.2706,-71.06325
42.37725,-71.05956
42.36535,-71.05651
42.31312,-71.10861
42.2744,-71.13195
42.344624,-71.141351
42.34056,-71.15404
42.3176,-71.09344
42.28771,-71.05422
42.29347,-71.06048
42.298304,-71.08582
42.343452,-71.168862
42.32338,-71.10693
42.31325,-71.05839
42.360528,-71.062499
42.38341,-71.07027
42.36535,-71.05651
42.31318,-71.09805
42.36716,-71.05388
42.31691,-71.10736
42.30054,-71.065486
42.360528,-71.062499
42.30364,-71.12934
42.296,-71.0801
42.38841,-70.9982
42.32357,-71.09429
42.28279,-71.16168
42.26735,-71.1026
42.312169,-71.051253
42.33034,-71.10076
42.34988,-71.0914
42.28558,-71.16443
42.36535,-71.05651
42.2634,-71.12453
42.30276,-71.13019
42.23385,-71.12878
42.34755,-71.1371
42.377481,-71.060357
42.28533,-71.04554
42.35107,-71.129
42.34402,-71.08085
42.31013,-71.05067
42.34043,-71.08572
42.312169,-71.051253
42.36174,-71.13196
42.373617,-71.062031
42.25165,-71.14349
42.28855,-71.05239
42.29074,-71.09015
42.26727,-71.09639
42.273248,-71.169551
42.305172,-71.0726
42.29092,-71.11662
42.35074,-71.16553
42.35651,-71.0503
42.358722,-71.142816
42.37577,-71.050261
42.33128,-71.11245
42.36717,-71.039128
42.38128,-71.070137
42.27953,-71.06526
42.29387,-71.13582
42.29766,-71.07694
42.28207,-71.05451
42.306844,-71.114688
42.30691,-71.11688
42.26134,-71.12653
42.36646,-71.03506
42.26316,-71.14946
42.36535,-71.05651
42.33673,-71.07575
42.26659,-71.11566
42.348545,-71.077314
42.28591,-71.16036
42.31771,-71.05751
42.36414,-71.05292
42.33128,-71.11245
42.34262,-71.0707
42.33824,-71.07214
42.31212,-71.102621
42.27724,-71.10668
42.32116,-71.11137
42.30921,-71.11839
42.29322,-71.13812
42.31313,-71.10411
42.27936,-71.15983
42.35324,-71.16033
42.3148,-71.09857
42.33824,-71.07214
42.31073,-71.113167
42.34383,-71.06889
42.3793,-71.0646
42.3072,-71.1161
42.34034,-71.14994
42.28886,-71.07627
42.31202,-71.0533
42.30902,-71.10128
42.27751,-71.1565
42.32564,-71.05734
42.3485,-71.15832
42.28996,-71.06247
42.31491,-71.11354
42.31391,-71.11288
42.283,-71.09087
42.283,-71.09087
42.36043,-71.06707
42.37737,-71.06574
42.34167,-71.08164
42.30939,-71.11736
42.30098,-71.0689
42.34587,-71.13976
42.29909,-71.07273
42.33372,-71.04511
42.27828,-71.08214
42.3184,-71.0555
42.34262,-71.0707
42.34262,-71.0707
42.34418,-71.06807
42.34063,-71.14338
42.29371,-71.11954
42.35018,-71.09334
42.28872,-71.11512
42.29932,-71.07218
42.33397,-71.10213
42.331683,-71.046895
42.3117,-71.12947
42.29523,-71.054266
42.349278,-71.067502
42.29192,-71.06146
42.32037,-71.11023
42.3134,-71.05796
42.26623,-71.1132
42.31744,-71.10919
42.35294,-71.162053
42.30736,-71.08162
42.375132,-71.057505
42.3594,-71.0587
42.27096,-71.06344
42.25387,-71.12286
42.27431,-71.11024
42.291229,-71.076867
42.29248,-71.16828
42.34477,-71.15241
42.29967,-71.07517
42.319355,-71.059512
42.322824,-71.057308
42.28842,-71.13665
42.33757,-71.14799
42.27839,-71.13114
42.29337,-71.07911
42.28022,-71.0513
42.34864,-71.13282
42.36742,-71.05421
42.31227,-71.0655
42.34095,-71.0788
42.28714,-71.15433
42.28488,-71.13829
42.30438,-71.11394
42.29463,-71.14917
42.31842,-71.05995
42.31767,-71.10953
42.29583,-71.05264
42.31739,-71.10782
42.31281,-71.05489
42.28579,-71.08681
42.349,-71.06707
42.26736,-71.09635
42.35164,-71.1689
42.33181,-71.04691
42.34449,-71.07781
42.25237,-71.11609
42.292,-71.05994
42.366123,-71.032237
42.282904,-71.092772
42.338218,-71.083827
42.30958,-71.12321
42.31163,-71.08448
42.34591,-71.08837
42.25431,-71.12476
42.29583,-71.05264
42.3266,-71.09426
42.28774,-71.07639
42.35287,-71.13645
42.38958,-70.99618
42.23574,-71.1301
42.314445,-71.082312
42.34324,-71.14471
42.30645,-71.06275
42.29527,-71.14928
42.294567,-71.053507
42.328964,-71.056224
42.32484,-71.0602
42.332067,-71.096242
42.35091,-71.06048
42.25338,-71.13347
42.36211,-71.12936
42.33863,-71.147472
42.33863,-71.147472
42.31397,-71.05799
42.3328,-71.05029
42.30414,-71.07662
42.33028,-71.05378
42.29942,-71.07259
42.380771,-71.069402
42.28709,-71.07735
42.33401,-71.1021
42.33409,-71.0448
42.3237,-71.07549
42.3594,-71.0587
42.33657,-71.07504
42.31454,-71.08514
42.2548,-71.13312
42.37233,-71.06125
42.35822,-71.069481
42.34125,-71.0785
42.39064,-71.00421
42.33332,-71.04921
42.33169,-71.04054
42.33694,-71.07457
42.36184,-71.13192
42.37735,-71.0595
42.27355,-71.12787
42.30179,-71.0781
42.3776,-71.06116
42.37527,-71.06302
42.31262,-71.05427
42.31569,-71.08249
42.34199,-71.15955
42.29042,-71.05733
42.24773,-71.1218
42.32803,-71.08184
42.31212,-71.05364
42.32374,-71.09461
42.25034,-71.13156
42.322177,-71.105496
42.3217,-71.08318
42.31837,-71.05308
42.23562,-71.12836
42.28132,-71.06445
42.27242,-71.07324
42.27181,-71.16453
42.35298,-71.16047
42.29055,-71.13361
42.33395,-71.04657
42.2824,-71.15667
42.350827,-71.134484
42.344524,-71.141201
42.31142,-71.0544
42.34168,-71.15528
42.27754,-71.12869
42.34269,-71.15464
42.30925,-71.06346
42.26225,-71.15277
42.29977,-71.07568
42.32107,-71.06062
42.31027,-71.10855
42.277414,-71.124007
42.27369,-71.1452
42.26934,-71.14961
42.31869,-71.06025
42.356991,-71.161899
42.31372,-71.09679
42.28289,-71.13291
42.27441,-71.16353
42.34627,-71.07202
42.35069,-71.13209
42.310565,-71.069725
42.2874,-71.07198
42.30484,-71.05966
42.37762,-71.06029
42.35244,-71.17058
42.28958,-71.12413
42.30917,-71.11881
42.25808,-71.12032
42.352,-71.04893
42.28226,-71.05335
42.28221,-71.13517
42.34721,-71.13542
42.35055,-71.1644
42.32922,-71.09205
42.27586,-71.16469
42.320083,-71.075291
42.30847,-71.11647
42.27274,-71.16361
42.3835,-71.07905
42.32552,-71.0854
42.26657,-71.10798
42.301015,-71.166797
42.30348,-71.11376
42.35132,-71.13268
42.27667,-71.14712
42.342179,-71.071729
42.356625,-71.06999
42.34229,-71.14689
42.27114,-71.086444
42.34721,-71.13542
42.26979,-71.11662
42.31073,-71.11633
42.29208,-71.092452
42.32116,-71.10968
42.27399,-71.16113
42.34169,-71.06723
42.29573,-71.08153
42.35084,-71.08475
42.28032,-71.05135
42.28032,-71.05135
42.2922,-71.12284
42.28019,-71.12323
42.27857,-71.06846
42.30675,-71.11722
42.36068,-71.06649
42.26237,-71.16416
42.31429,-71.06669
42.32692,-71.10076
42.32652,-71.09534
42.352466,-71.138242
42.35425,-71.13765
42.286924,-71.077299
42.35132,-71.13268
42.28877,-71.0655
42.34983,-71.14996
42.32194,-71.11386
42.270495,-71.151321
42.37293,-71.06145
42.33808,-71.07238
42.31233,-71.12621
42.324551,-71.081565
42.27443,-71.13246
42.35132,-71.13268
42.318805,-71.072635
42.34151,-71.06843
42.2858,-71.05397
42.35425,-71.13765
42.356625,-71.06999
42.29967,-71.08553
42.24968,-71.13162
42.34129,-71.07854
42.29557,-71.05731
42.29104,-71.15812
42.24546,-71.12542
42.35425,-71.13765
42.3449,-71.07989
42.28583,-71.11746
42.24268,-71.13563
42.31194,-71.08439
42.31069,-71.07011
42.249538,-71.141522
42.349841,-71.157615
42.34247,-71.14594
42.36051,-71.14475
42.36716,-71.05355
42.35425,-71.13765
42.27586,-71.16469
42.27586,-71.16469
42.34597,-71.08819
42.34153,-71.15121
42.28519,-71.05409
42.26952,-71.12916
42.26668,-71.16223
42.30389,-71.06762
42.29097,-71.07668
42.28163,-71.05746
42.380994,-71.065047
42.309376,-71.103704
42.33164,-71.11167
42.35316,-71.16243
42.34209,-71.14963
42.35828,-71.07151
42.2757,-71.16884
42.29533,-71.11561
42.35064,-71.1322
42.24598,-71.11912
42.28107,-71.04845
42.25162,-71.10994
42.25592,-71.12001
42.25592,-71.12001
42.36758,-71.05428
42.334448,-71.103094
42.32785,-71.09324
42.31019,-71.05285
42.357265,-71.130891
42.2909,-71.14863
42.29921,-71.11282
42.35303,-71.07225
42.34862,-71.0701
42.360552,-71.064332
42.35908,-71.06519
42.35064,-71.1322
42.3594,-71.0587
42.31622,-71.05753
42.37688,-71.05983
42.233439,-71.138495
42.37688,-71.05983
42.27535,-71.07124
42.3151,-71.06291
42.28919,-71.14453
42.27903,-71.12467
42.357845,-71.062555
42.32461,-71.10981
42.28146,-71.0768
42.320755,-71.070468
42.28129,-71.13645
42.31851,-71.05993
42.26877,-71.10591
42.2901,-71.16282
42.27356,-71.06406
42.309104,-71.109818
42.2745,-71.09445
42.27175,-71.06412
42.27123,-71.16268
42.32128,-71.08428
42.380823,-71.064793
42.351326,-71.153233
42.31155,-71.05561
42.36063,-71.06307
42.36543,-71.05712
42.31445,-71.11498
42.35032,-71.16371
42.34385,-71.0702
42.370663,-71.038749
42.370663,-71.038749
42.33802,-71.07603
42.353666,-71.073223
42.360665,-71.063824
42.360665,-71.063824
42.3655,-71.05367
42.23561,-71.13066
42.32141,-71.07549
42.37418,-71.06204
42.31424,-71.06682
42.30974,-71.06122
42.29821,-71.07507
42.380297,-71.068751
42.35017,-71.1489
42.31215,-71.07947
42.31861,-71.11035
42.29194,-71.13232
42.31254,-71.09793
42.28531,-71.15507
42.28885,-71.06226
42.37397,-71.05929
42.34722,-71.07291
42.33134,-71.05477
42.2562,-71.11305
42.33436,-71.1027
42.27384,-71.13146
42.34168,-71.06719
42.31872,-71.10804
42.31593,-71.05834
42.35497,-71.16942
42.31758,-71.0601
42.32649,-71.09528
42.29258,-71.14357
42.33337,-71.048411
42.31646,-71.11481
42.26407,-71.09916
42.30992,-71.11726
42.3833,-71.07879
42.28277,-71.11681
42.34205,-71.07207
42.29111,-71.15589
42.28881,-71.14169
42.29221,-71.05484
42.30836,-71.05058
42.35068,-71.14801
42.30444,-71.115425
42.34355,-71.07024
42.301344,-71.165803
42.31645,-71.09538
42.344434,-71.141031
42.31565,-71.0587
42.37968,-71.0703
42.23329,-71.13861
42.2738,-71.16144
42.28924,-71.13166
42.343344,-71.168417
42.36622,-71.03665
42.29106,-71.15907
42.355005,-71.147708
42.28571,-71.05899
42.28215,-71.09108
42.34731,-71.17024
42.37216,-71.06323
42.39254,-71.00579
42.31477,-71.11527
42.27059,-71.16434
42.344434,-71.141031
42.29759,-71.14424
42.331181,-71.108475
42.27827,-71.0684
42.35747,-71.06706
42.360467,-71.064322
42.34355,-71.07024
42.29023,-71.14851
42.25097,-71.11296
42.30974,-71.10143
42.24838,-71.12265
42.344434,-71.141031
42.31739,-71.0836
42.35058,-71.13231
42.33642,-71.07486
42.33744,-71.04013
42.27878,-71.11531
42.313,-71.09855
42.28944,-71.12826
42.32003,-71.05385
42.340241,-71.156405
42.2737,-71.12301
42.31605,-71.09566
42.24008,-71.1385
42.3484,-71.07047
42.29734,-71.06816
42.28554,-71.17166
42.35839,-71.06956
42.340241,-71.156405
42.33311,-71.04918
42.28509,-71.17105
42.28275,-71.05901
42.37696,-71.06008
42.32197,-71.07105
42.23601,-71.1316
42.36534,-71.05227
42.28256,-71.17059
42.365214,-71.049789
42.31909,-71.08032
42.34483,-71.07978
42.34281,-71.07095
42.27143,-71.12499
42.36598,-71.05231
42.349098,-71.0673
42.25278,-71.12843
42.3169,-71.10938
42.34334,-71.08188
42.3191,-71.05927
42.27036,-71.11281
42.37731,-71.06364
42.389742,-70.998446
42.301015,-71.166797
42.28951,-71.07033
42.360665,-71.063824
42.29895,-71.08241
42.31204,-71.081538
42.30759,-71.10363
42.34354,-71.15607
42.27226,-71.07604
42.317583,-71.110103
42.319892,-71.092109
42.350367,-71.068318
42.31643,-71.11263
42.38484,-71.0061
42.290905,-71.063647
42.37766,-71.06078
42.37766,-71.06078
42.2879,-71.16633
42.28561,-71.16495
42.35814,-71.07207
42.3484,-71.07047
42.27791,-71.14268
42.28009,-71.14964
42.28396,-71.12289
42.2373,-71.12965
42.26866,-71.10616
42.35316,-71.17059
42.31087,-71.06679
42.27024,-71.10293
42.28556,-71.13855
42.29363,-71.06476
42.34557,-71.07115
42.28626,-71.05759
42.302007,-71.066834
42.301344,-71.165803
42.35186,-71.13873
42.37416,-71.059056
42.35105,-71.13493
42.3567,-71.04962
42.332168,-71.09612
42.30439,-71.11365
42.365205,-71.057115
42.30237,-71.0828
42.2835,-71.06592
42.35051,-71.08497
42.33103,-71.11235
42.33103,-71.11235
42.31966,-71.11005
42.35051,-71.08497
42.27237,-71.16984
42.30692,-71.10573
42.25118,-71.11407
42.37977,-71.06766
42.322895,-71.071595
42.28487,-71.13512
42.28487,-71.13512
42.3197,-71.06754
42.32162,-71.10839
42.34593,-71.08614
42.356761,-71.067784
42.369177,-71.038573
42.28564,-71.13952
42.283551,-71.13015
42.37819,-71.06674
42.27455,-71.16311
42.35058,-71.15111
42.35093,-71.08652
42.28354,-71.08726
42.3512,-71.14108
42.3362,-71.08392
42.3362,-71.08392
42.33103,-71.11235
42.29277,-71.05265
42.32138,-71.07055
42.33735,-71.0734
42.3582,-71.06238
42.37044,-71.0379
42.29238,-71.05169
42.35154,-71.13275
42.3582,-71.06238
42.34712,-71.04998
42.28376,-71.06614
42.37323,-71.06187
42.37629,-71.05877
42.39063,-70.99917
42.29587,-71.07327
42.3582,-71.06238
42.375394,-71.062639
42.343,-71.0876
42.343,-71.0876
42.28036,-71.15245
42.34712,-71.04998
42.37761,-71.06583
42.34232,-71.0719
42.31188,-71.06522
42.3372,-71.14985
42.35893,-71.12976
42.3372,-71.14985
42.36535,-71.05401
42.32011,-71.05378
42.33451,-71.10636
42.28359,-71.15524
42.32164,-71.09423
42.32164,-71.09423
42.29667,-71.07442
42.34712,-71.04998
42.3582,-71.06238
42.33047,-71.03581
42.28789,-71.08923
42.32011,-71.05378
42.305,-71.06017
42.35684,-71.0686
42.28064,-71.0515
42.3582,-71.06238
42.25982,-71.11381
42.28893,-71.07718
42.34599,-71.10384
42.34712,-71.04998
42.36557,-71.05376
42.3582,-71.06238
42.3582,-71.06238
42.29702,-71.06471
42.31246,-71.07067
42.35732,-71.07118
42.34712,-71.04998
42.37044,-71.0379
42.33735,-71.0734
42.32071,-71.06038
42.3582,-71.06238
42.35104,-71.08302
42.25064,-71.10982
42.34712,-71.04998
42.3582,-71.06238
42.3582,-71.06238
42.25279,-71.14314
42.32032,-71.0635
42.30177,-71.06639
42.33735,-71.0734
42.3582,-71.06238
42.38094,-71.06924
42.31844,-71.07956
42.322308,-71.093019
